10
1000 2000
430 388 -987
39 798 -966
967 679 -998
829 552 -992
710 228 -978
683 50 -952
689 116 -937
181 699 -987
571 902 -975
240 323 -962
584 589 -942
352 733 -939
622 628 -980
696 483 -972
750 568 -973
184 179 -990
73 957 -927
691 743 -948
617 678 -929
652 924 -968
425 424 -935
350 297 -910
920 977 -986
796 403 -938
981 728 -932
457 300 -932
449 646 -999
425 562 -987
436 631 -928
739 815 -939
945 491 -912
877 840 -937
159 761 -915
808 169 -934
52 528 -962
720 636 -973
262 664 -915
606 299 -960
896 44 -973
61 729 -902
208 638 -915
200 709 -997
366 619 -968
716 435 -965
266 498 -971
856 107 -970
400 570 -924
934 661 -977
826 516 -940
606 278 -970
540 14 -943
223 271 -998
221 927 -930
32 658 -949
313 941 -962
831 410 -935
894 863 -970
269 614 -922
115 404 -951
530 588 -901
112 175 -967
709 838 -934
801 304 -933
311 517 -999
876 436 -933
755 726 -903
854 76 -906
185 837 -957
219 274 -936
916 290 -950
83 312 -971
427 934 -974
887 478 -961
30 762 -965
642 119 -924
309 844 -920
921 990 -997
731 160 -962
117 807 -964
499 472 -931
587 119 -923
897 811 -975
512 625 -937
573 687 -901
863 558 -947
429 384 -919
597 793 -978
956 10 -990
692 815 -938
287 685 -977
548 430 -994
836 26 -989
29 509 -982
511 399 -992
298 68 -978
853 759 -940
862 216 -999
640 41 -973
727 634 -946
315 739 -998
147 313 -921
701 908 -909
820 706 -978
616 676 -950
490 227 -912
680 804 -993
993 849 -980
220 207 -987
569 56 -901
860 386 -989
374 663 -963
104 133 -950
164 856 -963
805 72 -910
910 546 -942
955 297 -929
932 772 -945
550 563 -913
761 574 -986
682 824 -961
870 886 -912
551 236 -935
300 770 -952
286 483 -954
180 522 -940
182 781 -963
640 784 -975
521 736 -955
233 819 -999
81 507 -991
898 695 -925
217 30 -970
349 443 -902
938 272 -972
10 287 -906
124 164 -954
477 926 -949
48 899 -903
644 441 -991
186 979 -965
450 286 -954
917 855 -978
818 203 -987
115 20 -946
707 558 -928
747 750 -955
745 790 -927
690 208 -937
167 961 -987
469 166 -950
590 174 -942
481 382 -936
216 603 -919
41 373 -941
926 321 -958
601 36 -930
55 559 -967
318 158 -939
845 441 -905
170 276 -902
761 966 -920
702 149 -976
565 487 -978
897 18 -935
844 131 -905
803 706 -963
941 876 -909
601 297 -933
17 87 -971
996 694 -934
488 153 -1000
968 636 -941
759 477 -994
453 236 -924
893 312 -987
369 589 -979
108 989 -990
715 562 -911
369 527 -955
967 558 -901
721 1 -951
838 846 -945
151 612 -982
184 503 -906
862 430 -906
955 918 -909
334 846 -961
612 845 -936
421 339 -923
654 865 -984
973 82 -923
335 387 -944
833 187 -965
891 90 -966
134 855 -984
15 101 -948
976 192 -961
183 113 -968
404 476 -918
251 971 -981
413 554 -995
947 264 -1000
307 424 -924
4 306 -926
881 570 -930
509 656 -952
757 393 -924
68 22 -964
8 931 -905
413 369 -985
736 83 -994
121 885 -968
413 521 -954
967 775 -999
98 295 -930
616 159 -932
821 8 -989
607 501 -988
885 774 -990
442 380 -993
994 877 -968
493 435 -990
503 20 -980
292 723 -973
502 164 -953
516 386 -944
905 738 -975
709 746 -949
725 198 -927
899 989 -928
696 946 -934
54 43 -928
244 605 -983
598 66 -952
496 734 -911
241 441 -929
171 311 -935
579 965 -926
17 459 -965
814 694 -945
998 13 -967
95 824 -940
667 112 -905
26 570 -925
722 347 -922
384 804 -930
427 655 -931
832 70 -928
513 371 -902
283 469 -966
195 775 -964
385 72 -995
822 61 -984
300 907 -917
763 23 -949
675 157 -932
336 956 -951
774 381 -973
610 376 -942
461 339 -937
617 996 -909
274 300 -966
928 720 -925
113 622 -948
962 163 -927
470 444 -951
271 398 -968
399 744 -985
400 275 -926
714 168 -914
437 572 -986
75 368 -999
503 830 -966
920 686 -984
857 674 -978
337 824 -986
707 181 -993
382 765 -926
236 732 -924
653 820 -953
730 899 -998
912 12 -923
32 351 -978
430 352 -942
906 83 -900
348 583 -921
864 737 -960
716 543 -974
240 357 -962
862 608 -902
802 190 -974
447 994 -941
780 597 -947
71 693 -990
868 770 -944
932 863 -913
656 642 -949
855 390 -912
384 205 -995
846 958 -944
823 901 -996
785 681 -969
882 980 -961
45 669 -970
178 191 -943
974 987 -935
424 214 -979
822 159 -924
573 998 -935
450 415 -988
552 177 -960
772 92 -938
226 452 -993
282 978 -949
691 386 -902
740 776 -988
977 970 -951
799 911 -999
774 429 -914
208 452 -957
753 513 -971
21 826 -984
448 511 -915
473 844 -928
624 652 -926
865 785 -989
420 11 -955
714 421 -981
823 781 -923
927 62 -931
878 73 -906
40 72 -955
694 18 -940
966 617 -930
915 819 -913
478 765 -945
626 212 -918
231 994 -943
497 361 -911
979 587 -942
360 225 -999
373 243 -914
787 302 -937
972 870 -984
239 456 -908
865 660 -935
538 703 -916
900 379 -992
105 626 -968
144 729 -975
949 525 -957
343 488 -917
293 240 -972
331 299 -900
632 439 -958
238 48 -944
299 573 -964
578 144 -957
436 944 -921
892 44 -936
275 518 -984
693 523 -937
605 138 -917
665 89 -965
323 568 -906
592 111 -989
313 283 -940
12 378 -993
789 147 -962
133 687 -925
89 847 -985
110 0 -915
678 384 -930
207 701 -945
222 551 -909
839 93 -955
863 487 -910
260 774 -943
237 55 -960
664 747 -989
28 511 -969
398 871 -924
878 464 -996
321 262 -921
959 186 -920
476 581 -934
828 287 -982
676 294 -919
20 279 -928
678 230 -978
36 281 -967
983 138 -914
194 103 -919
858 720 -987
594 715 -946
44 238 -964
382 444 -959
77 450 -954
466 246 -995
156 782 -916
50 940 -966
230 480 -953
386 944 -952
669 37 -921
944 579 -913
696 894 -980
786 108 -979
827 304 -941
945 125 -927
922 961 -952
305 235 -979
749 951 -989
102 30 -925
482 767 -949
911 663 -943
644 389 -903
687 164 -956
615 858 -903
288 431 -929
622 758 -951
965 969 -941
583 805 -951
47 693 -908
451 10 -915
718 167 -940
772 770 -963
957 223 -935
675 219 -977
334 359 -988
88 725 -906
378 952 -995
839 933 -955
93 489 -949
292 130 -902
179 99 -985
372 168 -905
45 639 -981
723 827 -913
726 939 -927
138 237 -987
774 1 -948
633 497 -973
357 27 -948
412 778 -908
529 922 -978
216 798 -943
641 232 -959
110 727 -991
663 248 -942
989 409 -933
418 212 -947
489 527 -925
336 306 -953
131 361 -954
162 65 -902
780 425 -935
691 859 -959
477 136 -988
402 97 -961
2 705 -959
248 160 -959
242 402 -966
175 114 -958
665 56 -967
699 437 -928
598 993 -998
521 41 -910
391 669 -946
631 154 -910
792 167 -911
361 565 -960
916 417 -938
187 148 -998
356 358 -953
150 290 -927
146 247 -968
702 773 -982
760 682 -934
895 549 -944
826 671 -915
111 920 -971
605 955 -927
539 724 -968
877 594 -934
943 66 -970
553 688 -987
948 963 -974
929 864 -910
742 354 -991
142 985 -985
330 161 -947
35 906 -964
781 238 -974
585 359 -928
128 650 -915
908 15 -943
130 819 -910
450 140 -914
803 335 -923
611 268 -984
120 729 -979
676 106 -959
219 865 -923
604 133 -964
319 428 -984
52 655 -936
874 504 -903
896 804 -938
505 571 -935
444 850 -948
560 853 -946
111 799 -955
414 510 -961
343 720 -967
87 271 -918
547 317 -957
904 289 -948
96 582 -910
210 500 -916
858 92 -926
460 256 -956
11 82 -958
347 960 -975
561 854 -926
124 752 -949
409 394 -920
891 222 -924
992 752 -976
860 986 -994
258 183 -980
188 218 -924
558 821 -962
747 630 -992
229 843 -972
601 679 -930
100 350 -904
879 206 -990
415 316 -931
543 261 -955
134 976 -959
187 168 -904
446 182 -915
222 111 -974
575 95 -934
594 648 -927
682 182 -926
447 304 -978
10 468 -934
700 689 -955
201 539 -988
439 207 -974
37 467 -986
98 126 -956
966 91 -953
749 507 -908
724 812 -980
724 686 -965
41 201 -977
323 852 -965
219 814 -948
298 816 -958
903 975 -910
51 515 -913
241 646 -922
893 438 -910
599 333 -929
670 250 -913
948 788 -990
764 689 -957
140 244 -949
316 323 -969
497 173 -989
767 215 -925
394 758 -961
577 463 -948
656 673 -970
674 392 -945
917 448 -904
452 68 -905
984 241 -941
82 914 -930
3 803 -903
840 529 -916
270 16 -970
492 79 -979
933 320 -1000
602 811 -943
254 61 -945
372 953 -902
238 361 -904
73 320 -978
280 265 -916
637 25 -926
42 655 -939
616 176 -911
329 88 -954
254 835 -926
651 665 -916
520 344 -909
681 764 -948
707 657 -954
738 962 -955
868 177 -911
128 137 -916
638 986 -982
719 914 -941
836 502 -926
283 918 -978
303 534 -927
932 585 -999
999 472 -913
593 461 -946
309 926 -965
433 420 -971
891 120 -942
947 949 -941
311 217 -915
71 330 -958
85 432 -935
480 602 -993
672 650 -992
964 548 -942
550 325 -944
425 993 -932
867 562 -921
159 885 -991
89 161 -983
502 49 -960
926 596 -920
935 610 -967
235 433 -914
438 684 -976
411 515 -930
257 641 -912
843 841 -994
475 600 -914
272 621 -952
378 448 -998
876 84 -997
491 786 -979
778 651 -982
627 801 -949
577 231 -988
443 998 -926
206 960 -951
285 856 -917
512 63 -901
476 257 -980
63 436 -937
133 737 -949
780 683 -987
385 698 -928
255 211 -918
269 504 -943
943 492 -930
759 440 -928
480 352 -994
193 484 -943
325 118 -987
244 401 -914
568 52 -950
803 531 -965
918 334 -947
122 730 -958
249 151 -934
539 555 -981
586 125 -980
508 350 -959
63 942 -996
348 953 -928
317 19 -936
322 87 -915
613 127 -940
986 200 -955
568 879 -912
363 859 -943
554 966 -945
638 937 -985
847 35 -963
801 7 -920
47 988 -963
291 417 -948
4 749 -910
287 743 -926
752 57 -906
202 257 -997
453 637 -999
238 118 -994
902 568 -917
72 528 -907
670 875 -913
18 406 -972
792 45 -980
422 171 -999
502 958 -908
183 920 -992
563 704 -901
849 723 -921
536 991 -991
988 447 -935
619 838 -915
99 279 -923
923 263 -984
439 697 -941
815 147 -989
383 225 -962
16 278 -911
516 956 -905
795 535 -979
820 708 -987
352 707 -910
310 338 -977
273 221 -928
60 105 -943
844 733 -964
612 160 -979
681 964 -927
228 671 -942
438 21 -948
849 888 -936
605 340 -948
141 315 -923
45 245 -942
302 488 -973
890 86 -958
518 216 -951
560 177 -1000
391 500 -900
736 929 -941
805 523 -945
396 792 -936
623 290 -992
635 485 -988
983 451 -984
345 163 -950
4 129 -1000
650 625 -938
630 446 -935
216 94 -965
711 479 -929
429 424 -969
718 186 -903
305 613 -995
56 983 -940
709 512 -943
828 293 -939
602 804 -938
260 941 -954
924 962 -945
931 356 -972
748 483 -928
252 41 -959
433 65 -902
858 226 -966
461 577 -956
924 24 -961
845 811 -917
957 755 -947
0 560 -928
26 424 -953
535 40 -989
996 526 -910
638 613 -989
440 607 -904
537 550 -995
333 883 -947
93 902 -904
464 662 -1000
735 452 -952
651 119 -978
585 369 -975
75 570 -986
524 786 -986
13 747 -982
580 113 -931
670 153 -948
470 325 -907
791 833 -999
261 325 -961
417 891 -939
65 222 -951
743 789 -917
164 192 -978
280 967 -944
779 699 -900
289 248 -919
67 365 -993
478 548 -906
914 414 -937
565 876 -913
613 810 -932
544 930 -955
312 732 -949
153 903 -933
328 156 -983
836 547 -914
230 601 -925
888 488 -992
557 788 -967
295 874 -912
14 67 -949
279 932 -919
87 865 -961
749 896 -932
445 110 -960
116 642 -911
610 797 -958
491 500 -951
126 405 -938
694 362 -981
495 134 -997
689 507 -967
80 818 -916
469 71 -981
991 506 -956
977 899 -994
655 9 -962
181 141 -993
164 623 -970
387 644 -934
882 702 -934
675 731 -996
660 938 -927
970 19 -954
33 915 -942
197 455 -903
930 959 -913
299 629 -955
836 767 -987
987 153 -919
536 339 -993
892 366 -989
556 215 -993
475 356 -976
987 740 -911
511 945 -972
419 916 -938
78 329 -953
503 36 -946
342 686 -914
231 519 -963
971 390 -908
589 533 -915
160 700 -976
164 396 -912
413 670 -912
943 232 -903
741 649 -989
6 633 -981
451 412 -962
392 106 -949
287 532 -950
859 493 -912
176 335 -925
314 36 -975
372 493 -925
132 852 -993
711 184 -987
837 720 -912
364 958 -907
596 847 -911
992 640 -967
946 810 -995
970 719 -923
23 117 -990
982 163 -909
192 396 -985
737 877 -995
552 310 -974
540 576 -941
169 881 -941
421 516 -908
701 54 -925
368 546 -942
309 534 -929
457 445 -967
636 37 -902
829 193 -977
490 64 -964
167 428 -989
429 213 -940
782 594 -909
40 763 -961
747 340 -941
7 84 -937
329 714 -949
722 659 -938
661 727 -944
731 813 -949
362 415 -974
617 216 -980
861 816 -972
174 144 -997
327 769 -994
522 984 -965
79 364 -977
260 305 -903
462 848 -952
853 469 -944
430 746 -913
395 206 -954
109 892 -928
345 590 -920
754 575 -959
800 558 -961
998 818 -918
143 756 -999
280 905 -945
577 55 -947
176 474 -967
228 838 -904
120 592 -990
31 759 -909
703 429 -941
451 159 -935
500 450 -934
485 480 -980
646 377 -992
710 999 -984
326 917 -952
875 721 -914
245 816 -995
109 495 -910
410 385 -960
868 660 -921
633 93 -914
303 309 -958
898 479 -916
432 804 -942
577 646 -987
383 105 -921
536 884 -968
163 731 -989
653 761 -901
407 327 -914
350 677 -977
968 451 -1000
19 565 -904
408 274 -929
978 116 -963
341 390 -972
636 336 -915
56 709 -994
959 711 -966
992 662 -948
114 273 -966
700 379 -989
874 391 -990
26 138 -978
448 973 -960
389 193 -933
195 227 -944
626 844 -907
683 690 -979
830 655 -916
770 123 -936
728 280 -936
824 476 -920
524 252 -927
847 972 -903
454 539 -932
799 948 -954
883 570 -970
544 506 -943
794 923 -928
139 540 -903
675 932 -906
38 553 -987
250 58 -959
223 235 -907
202 699 -971
86 62 -920
974 576 -929
574 242 -988
79 124 -974
190 433 -982
835 745 -981
936 853 -999
150 672 -958
866 253 -907
199 781 -927
432 536 -908
598 234 -933
373 908 -937
364 551 -968
671 35 -967
765 557 -922
591 750 -921
889 322 -946
8 133 -906
312 546 -973
861 586 -961
830 400 -981
583 836 -935
60 691 -932
835 590 -954
293 364 -990
105 979 -982
953 485 -933
990 645 -962
746 983 -919
659 473 -974
365 896 -990
151 201 -963
767 433 -920
719 496 -958
113 679 -925
124 243 -970
233 663 -916
692 146 -989
446 705 -948
997 842 -936
918 980 -930
526 188 -918
556 187 -982
662 329 -962
827 866 -952
588 151 -922
810 834 -915
732 895 -904
681 150 -924
937 494 -951
946 283 -925
487 121 -936
251 999 -916
562 918 -988
22 348 -956
545 717 -938
470 260 -976
704 626 -955
218 599 -903
615 523 -986
141 739 -959
402 741 -954
735 345 -975
3 913 -953
640 767 -947
304 754 -963
893 178 -900
757 64 -922
481 94 -996
685 177 -911
31 97 -995
127 78 -925
795 897 -990
963 594 -992
180 944 -943
818 143 -925
881 766 -947
825 531 -941
816 6 -909
484 255 -967
420 148 -932
918 193 -932
100 471 -981
554 963 -930
344 667 -991
370 78 -994
145 212 -972
237 750 -902
699 352 -917
19 700 -992
504 342 -991
773 14 -957
615 283 -925
429 675 -985
205 40 -929
574 204 -992
562 381 -917
392 265 -928
406 48 -991
103 77 -971
809 928 -962
787 355 -923
819 843 -963
615 248 -964
823 428 -946
103 460 -980
486 644 -975
223 36 -922
635 497 -986
32 496 -986
781 259 -998
609 851 -939
525 737 -960
646 498 -905
909 475 -921
510 959 -956
319 714 -947
972 303 -916
657 459 -982
819 521 -945
545 515 -931
66 60 -934
510 991 -932
31 38 -999
68 23 -980
357 37 -998
189 337 -929
61 64 -927
468 379 -917
581 610 -960
960 644 -909
562 641 -968
634 399 -911
643 191 -920
875 221 -936
606 696 -900
611 496 -967
373 155 -946
59 821 -962
125 495 -925
559 632 -941
89 542 -973
77 628 -951
161 748 -949
59 680 -931
640 73 -925
696 540 -927
198 210 -994
204 925 -995
118 595 -933
699 268 -916
736 753 -911
32 746 -920
306 165 -984
687 780 -937
297 606 -933
872 395 -923
357 202 -907
49 615 -912
484 753 -992
914 657 -923
627 348 -910
160 577 -925
378 878 -928
434 595 -977
390 905 -923
955 272 -943
675 929 -978
413 397 -967
416 317 -917
196 921 -968
167 373 -974
281 415 -933
374 852 -994
657 764 -938
604 320 -909
668 96 -950
464 882 -986
360 428 -1000
387 685 -972
178 985 -931
956 122 -991
827 307 -929
695 452 -917
353 250 -927
540 995 -991
348 693 -962
328 457 -934
321 508 -959
441 158 -998
316 536 -945
149 260 -985
112 139 -925
637 396 -907
157 425 -900
941 218 -919
797 98 -922
654 696 -912
679 69 -964
197 581 -990
733 384 -928
338 651 -954
772 966 -961
572 640 -902
104 74 -969
311 460 -932
911 521 -979
586 325 -929
247 218 -996
544 651 -919
696 53 -964
938 800 -958
363 502 -911
713 463 -950
1 416 -978
608 217 -943
768 773 -963
919 825 -940
947 488 -998
320 654 -994
501 722 -906
779 596 -948
160 664 -930
84 75 -984
629 520 -943
864 356 -944
204 842 -902
997 705 -905
803 518 -922
824 362 -908
455 664 -939
975 447 -943
333 511 -994
532 870 -964
890 170 -931
242 90 -926
83 552 -928
731 535 -946
91 749 -989
931 691 -967
673 204 -905
16 420 -969
635 203 -996
602 284 -933
163 106 -929
172 184 -997
47 494 -937
632 759 -1000
293 412 -940
240 282 -989
312 368 -986
960 524 -953
900 132 -919
124 318 -945
983 783 -963
664 482 -957
182 732 -950
628 518 -969
793 381 -989
350 486 -906
955 196 -926
925 887 -904
346 5 -975
985 292 -917
447 565 -922
335 493 -938
834 889 -952
359 649 -976
768 772 -912
449 434 -920
284 104 -917
796 708 -964
280 116 -986
888 505 -922
428 975 -944
424 720 -929
689 75 -971
606 737 -945
121 276 -917
48 53 -905
475 122 -936
804 597 -988
395 254 -972
400 976 -985
21 167 -961
151 360 -968
238 485 -902
51 805 -992
219 805 -962
639 667 -920
236 968 -938
663 267 -990
759 951 -909
784 150 -995
662 923 -988
745 623 -991
515 308 -961
935 743 -989
229 686 -901
74 879 -984
515 328 -951
393 609 -981
500 466 -922
507 700 -1000
807 264 -976
464 527 -939
818 942 -984
817 868 -900
421 329 -913
882 344 -949
705 864 -992
376 503 -993
68 447 -949
100 189 -975
396 182 -958
380 538 -921
371 578 -925
258 371 -988
107 326 -916
761 510 -928
38 962 -926
384 283 -948
542 761 -923
908 346 -962
676 280 -986
474 790 -983
506 692 -934
925 894 -916
651 236 -923
237 648 -970
903 883 -978
252 618 -951
292 192 -941
954 422 -942
614 919 -900
149 142 -916
738 330 -923
338 33 -938
383 823 -972
76 489 -925
88 945 -915
453 614 -967
710 573 -905
111 42 -985
666 651 -999
198 544 -946
459 523 -939
640 813 -917
360 671 -964
332 27 -964
420 974 -901
873 124 -920
989 4 -968
914 888 -918
345 554 -959
767 142 -994
267 442 -990
986 330 -972
846 249 -949
163 135 -971
647 477 -985
300 787 -998
576 21 -983
625 240 -908
312 243 -951
259 227 -900
685 715 -941
515 457 -965
913 341 -999
227 839 -940
902 196 -957
600 778 -916
48 79 -968
416 31 -983
583 55 -989
577 738 -947
370 914 -911
22 324 -997
899 952 -951
75 971 -999
434 3 -900
359 591 -995
305 122 -919
423 385 -910
784 604 -937
440 194 -985
323 811 -906
224 86 -927
385 220 -972
849 828 -907
844 15 -993
575 36 -993
189 288 -982
798 194 -965
699 718 -902
465 476 -983
950 980 -972
556 860 -998
246 47 -912
65 105 -949
331 173 -938
661 345 -908
880 793 -985
230 91 -910
788 295 -910
758 996 -921
582 157 -909
946 783 -933
211 620 -980
789 28 -959
433 619 -998
734 554 -903
95 47 -918
988 589 -1000
198 917 -912
901 195 -925
183 415 -943
648 981 -924
294 166 -929
667 164 -970
542 211 -942
838 594 -912
969 240 -954
751 59 -985
458 285 -906
722 222 -946
775 481 -984
928 763 -913
686 29 -991
823 211 -925
235 630 -950
340 375 -919
621 747 -965
279 922 -989
149 797 -983
553 674 -922
266 832 -911
955 821 -920
729 931 -917
195 261 -936
91 546 -946
590 521 -984
479 571 -926
356 318 -971
635 113 -928
499 503 -982
105 175 -970
103 979 -953
747 486 -987
337 616 -976
528 786 -989
379 955 -909
498 224 -910
869 759 -971
688 418 -977
472 954 -941
67 378 -964
507 128 -933
15 642 -986
968 128 -967
742 250 -933
519 321 -928
76 236 -916
13 459 -998
276 745 -956
901 801 -969
313 17 -949
345 221 -979
350 693 -939
57 808 -979
708 179 -975
77 386 -987
345 168 -904
90 627 -937
256 530 -946
42 265 -969
165 77 -934
248 724 -978
709 184 -933
764 343 -957
755 883 -968
532 655 -942
405 145 -926
752 602 -972
41 617 -900
995 445 -933
201 168 -903
351 168 -907
218 723 -922
700 428 -982
683 298 -970
129 102 -928
705 407 -932
744 831 -977
651 693 -925
279 553 -901
133 808 -900
106 465 -915
473 270 -905
119 372 -1000
828 291 -988
355 426 -977
463 712 -903
871 449 -939
700 101 -918
535 220 -960
929 348 -991
517 900 -910
799 833 -912
619 177 -916
993 265 -936
453 285 -990
211 343 -909
618 605 -911
135 383 -909
53 300 -979
428 361 -912
794 446 -958
69 867 -999
938 589 -963
252 242 -963
837 440 -947
217 742 -955
698 438 -925
782 639 -924
649 822 -980
961 328 -928
467 107 -979
0 497 -965
693 514 -918
358 228 -909
91 691 -982
354 50 -942
239 152 -999
538 801 -947
20 420 -918
898 345 -907
297 110 -980
38 73 -933
202 181 -912
867 829 -966
941 412 -903
712 43 -976
296 580 -912
357 793 -940
984 871 -905
766 857 -973
670 600 -951
431 39 -988
929 367 -934
347 534 -977
